dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_gate_decision,ttt_gate_reason,ttt_gate_confidence_mean,ttt_gate_confidence_p10,ttt_gate_entropy_mean,ttt_gate_entropy_norm_mean,ttt_gate_stability_mean,ttt_gate_probe_seconds
Performance-Prediction,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Performance-Prediction,binclass,1072,215,268,19,2,0.746268656716418,0.7391015545585111,0.7067718606180144,0.8073336919490766,0.5237281248945164,5.232818365097046,0.477095365524292,ok,,1072,857,0,268,0.6389708817005157,8,1e-05,True,4.322569847106934,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.790867>threshold=0.450000,30,1,epoch_chunk,accuracy,0.6976744186046512,0.6976744186046512,0.6976744186046512,0.6976744186046512,0,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.790867>threshold=0.450000,0.7163737164949303,0.5345046162605286,0.5481872486423232,0.7908670250948447,0.9822761194029852,0.8516170978546143
Pima_Indians_Diabetes_Database,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,0.7337662337662337,0.7256102474747123,0.6842592592592592,0.8594444444444445,0.4625481395295076,5.900117635726929,0.5058515071868896,ok,,614,491,0,154,0.4157066345214844,14,1e-05,True,4.984670162200928,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.610741>threshold=0.450000,30,1,epoch_chunk,accuracy,0.7723577235772358,0.7967479674796748,0.7723577235772358,0.7967479674796748,6,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.610741>threshold=0.450000,0.8056731483378967,0.5684816300868988,0.4233332323520496,0.6107407549577974,0.9918831168831168,0.8812375068664551
QSAR_biodegradation,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/QSAR_biodegradation,binclass,843,169,211,41,2,0.8909952606635071,0.8890044360150116,0.8623239436619718,0.951609657947686,0.2711651325733701,1.9967098236083984,1.2834692001342771,ok,,843,674,0,211,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.897491>=0.700000; entropy_norm_mean=0.359494<=0.450000; stability_mean=0.987559>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.897491>=0.700000; entropy_norm_mean=0.359494<=0.450000; stability_mean=0.987559>=0.800000,0.8974912954732706,0.6785570383071899,0.2491819126583367,0.3594935096714092,0.9875592417061612,1.3537497520446775
Waterstress,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Waterstress,binclass,950,190,238,22,2,0.8025210084033614,0.8024896309882462,0.8035701661364439,0.8904206433368682,0.419798172678083,6.785077810287476,0.995466947555542,ok,,950,760,0,238,0.505168229341507,12,1e-05,True,5.563747644424439,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.566184>threshold=0.450000,30,1,epoch_chunk,accuracy,0.7947368421052632,0.8052631578947368,0.7947368421052632,0.8052631578947368,4,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.566184>threshold=0.450000,0.821273574308187,0.5852307438850403,0.3924490318392349,0.5661842720361392,0.9669117647058824,1.1598687171936035
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4090909090909091,0.3886906115564651,0.3933436660157567,0.7425328779703959,1.3396983512582554,5.548067331314087,0.8052222728729248,ok,,880,704,0,220,1.3559356927871704,10,1e-05,True,4.393361568450928,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.504076<threshold=0.700000; entropy_norm_mean=0.753811>threshold=0.450000,30,1,epoch_chunk,accuracy,0.5227272727272727,0.5284090909090909,0.5227272727272727,0.5284090909090909,2,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.504076<threshold=0.700000; entropy_norm_mean=0.753811>threshold=0.450000,0.5040763901038603,0.3478588312864303,1.2132122045409497,0.7538111257153732,0.9482954545454544,1.099905490875244
baseball,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/baseball,multiclass,1072,215,268,16,3,0.9440298507462688,0.9342657264063036,0.6038961038961039,0.9758630294910114,0.1320761317946469,1.577420711517334,0.5089023113250732,ok,,1072,857,0,268,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.947538>=0.700000; entropy_norm_mean=0.124291<=0.450000; stability_mean=0.994403>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.947538>=0.700000; entropy_norm_mean=0.124291<=0.450000; stability_mean=0.994403>=0.800000,0.9475378746639436,0.7888859927654267,0.1365476550191547,0.1242910319023436,0.9944029850746268,0.94986891746521
cmc,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/cmc,multiclass,1178,236,295,9,3,0.6033898305084746,0.603394360896538,0.5784569217405039,0.769222731769628,0.8665615793431031,4.767000436782837,0.4088661670684814,ok,,1178,942,0,295,0.8283500373363495,8,1e-05,True,3.858715057373047,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.592985<threshold=0.700000; entropy_norm_mean=0.776133>threshold=0.450000,30,1,epoch_chunk,accuracy,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.5508474576271186,0,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.592985<threshold=0.700000; entropy_norm_mean=0.776133>threshold=0.450000,0.5929847270755445,0.4134054005146026,0.852668782537487,0.776132573185769,0.9665254237288136,0.8641021251678467
credit-g,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/credit-g,binclass,800,160,200,20,2,0.785,0.7676703752849511,0.6892857142857143,0.846547619047619,0.4385341432162553,7.869945526123047,0.842059850692749,ok,,800,640,0,200,0.4697443842887878,14,1e-05,True,6.65218710899353,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.673034>threshold=0.450000,30,1,epoch_chunk,accuracy,0.75,0.7625,0.75,0.7625,6,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.673034>threshold=0.450000,0.7818583828210831,0.5805636346340179,0.4665115654234003,0.6730339219536868,0.98375,1.1437020301818848
eucalyptus,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/eucalyptus,multiclass,588,118,148,19,5,0.7364864864864865,0.7402095066246009,0.7268924873576037,0.9435029694274476,0.586919518921523,1.5656449794769287,0.6619517803192139,ok,,588,470,0,148,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.734779>=0.700000; entropy_norm_mean=0.369819<=0.450000; stability_mean=0.957770>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.734779>=0.700000; entropy_norm_mean=0.369819<=0.450000; stability_mean=0.957770>=0.800000,0.7347788039494205,0.5401113092899322,0.5952003468998576,0.3698187685908812,0.9577702702702704,1.0183305740356443
hill-valley,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/hill-valley,binclass,969,194,243,100,2,0.97119341563786,0.971166066841992,0.9710743801652892,0.9995258095109064,0.0912633538351622,2.0534706115722656,1.1772196292877195,ok,,969,775,0,243,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.918190>=0.700000; entropy_norm_mean=0.269472<=0.450000; stability_mean=0.935700>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.918190>=0.700000; entropy_norm_mean=0.269472<=0.450000; stability_mean=0.935700>=0.800000,0.9181898704772132,0.6634970784187317,0.1867839847526231,0.2694723285200891,0.9356995884773662,1.3819804191589355
maternal_health_risk,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/maternal_health_risk,multiclass,811,163,203,6,3,0.8719211822660099,0.8701077326808658,0.8734096074062906,0.9621390033883976,0.3317811481827289,1.027313232421875,0.5937321186065674,ok,,811,648,0,203,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.890724>=0.700000; entropy_norm_mean=0.271879<=0.450000; stability_mean=0.995074>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.890724>=0.700000; entropy_norm_mean=0.271879<=0.450000; stability_mean=0.995074>=0.800000,0.8907235963591214,0.6456884264945985,0.2986893209576864,0.2718787365102197,0.9950738916256158,0.6783344745635986
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/one-hundred-plants-margin,multiclass,1280,256,320,64,100,0.903125,0.9008283730158728,0.9041666666666668,0.9990319982962638,0.3318854545008676,4.757449626922607,7.012741804122925,ok,,1280,1024,0,320,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.875453>=0.700000; entropy_norm_mean=0.084134<=0.450000; stability_mean=0.916016>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.875453>=0.700000; entropy_norm_mean=0.084134<=0.450000; stability_mean=0.916016>=0.800000,0.8754525354132057,0.521605396270752,0.387450222005851,0.0841337467146654,0.916015625,3.8828012943267822
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/one-hundred-plants-texture,multiclass,1279,256,320,64,100,0.928125,0.9280704365079364,0.93,0.9995710794100812,0.2260649364695971,4.975873708724976,7.107762575149536,ok,,1279,1023,0,320,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.914634>=0.700000; entropy_norm_mean=0.070875<=0.450000; stability_mean=0.958594>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.914634>=0.700000; entropy_norm_mean=0.070875<=0.450000; stability_mean=0.958594>=0.800000,0.9146339170634746,0.6728807687759399,0.3263933387313502,0.0708754129705021,0.95859375,4.320630073547363
pc3,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/pc3,binclass,1250,250,313,37,2,0.9009584664536742,0.8713234468060816,0.5571619217081851,0.8390791814946619,0.2603742499232982,1.6906611919403076,0.7288696765899658,ok,,1250,1000,0,313,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.923527>=0.700000; entropy_norm_mean=0.282444<=0.450000; stability_mean=0.994808>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.923527>=0.700000; entropy_norm_mean=0.282444<=0.450000; stability_mean=0.994808>=0.800000,0.9235274888836918,0.7322195768356323,0.1957754196234739,0.2824442270187416,0.9948083067092652,1.1024610996246338
semeion,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/semeion,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686948325435536,0.9686491935483872,0.999346065465263,0.1002595384313155,4.36774492263794,3.725318670272827,ok,,1274,1019,0,319,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.966656>=0.700000; entropy_norm_mean=0.045403<=0.450000; stability_mean=0.982367>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.966656>=0.700000; entropy_norm_mean=0.045403<=0.450000; stability_mean=0.982367>=0.800000,0.9666560836907092,0.9077781796455384,0.1045435798746217,0.04540269985796,0.9823667711598746,2.979042291641236
statlog,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/statlog,binclass,800,160,200,20,2,0.73,0.7185983827493261,0.6452380952380952,0.7595238095238096,0.5229906344572103,6.606637954711914,0.8830885887145996,ok,,800,640,0,200,0.5130659937858582,12,1e-05,True,5.459034442901611,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.675912>threshold=0.450000,30,1,epoch_chunk,accuracy,0.775,0.78125,0.775,0.78125,4,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.675912>threshold=0.450000,0.7748492887616157,0.5589855432510376,0.4685067765536692,0.6759124031568524,0.976875,1.076934576034546
svmguide3,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/svmguide3,binclass,994,199,249,22,2,0.891566265060241,0.8809269532161098,0.7754934210526316,0.9300073099415204,0.2713046832669554,1.776198148727417,0.9830160140991212,ok,,994,795,0,249,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.904204>=0.700000; entropy_norm_mean=0.337703<=0.450000; stability_mean=0.983936>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.904204>=0.700000; entropy_norm_mean=0.337703<=0.450000; stability_mean=0.983936>=0.800000,0.9042043422599394,0.6988935112953186,0.2340779322501235,0.3377030720387959,0.9839357429718876,1.1930675506591797
website_phishing,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/website_phishing,multiclass,1082,217,271,9,3,0.92619926199262,0.9264532281561662,0.9452380952380952,0.9791403696056866,0.2389640126715413,1.418010950088501,0.4820599555969238,ok,,1082,865,0,271,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.923704>=0.700000; entropy_norm_mean=0.170989<=0.450000; stability_mean=0.993542>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.923704>=0.700000; entropy_norm_mean=0.170989<=0.450000; stability_mean=0.993542>=0.800000,0.9237036713814823,0.7169086933135986,0.1878507872997462,0.1709891553529635,0.9935424354243544,0.8360857963562012
yeast,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/yeast,multiclass,1187,238,297,8,10,0.632996632996633,0.6260880221625694,0.5807255406538709,0.886092926855925,0.9732107996535256,5.904475927352905,0.4103016853332519,ok,,1187,949,0,297,0.9650579392910004,13,1e-05,True,5.03899359703064,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.656506<threshold=0.700000,30,1,epoch_chunk,accuracy,0.5630252100840336,0.5672268907563025,0.5630252100840336,0.5672268907563025,5,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.656506<threshold=0.700000,0.6565057022202296,0.4429503381252289,0.8910653116137863,0.3869847478492689,0.9755892255892256,0.8283042907714844
