dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
stage1_graph_scm_0000_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0000_seed42,multiclass,584,59,440,36,5,0.6363636363636364,0.6155676377336613,0.5968947484770907,0.8877533662212068,0.8310585555275075,10.895721673965454,1.0259361267089844,ok,,584,525,0,440,0.8281315565109253,True,0.1,True,16,1e-05,True,10.808863401412964,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.6271186440677966,0.6440677966101694,0.6271186440677966,0.6440677966101694,8,True,False,,f_mmd,test,standardized_l2,2.220810167549989,0.43261542919886425,,True
stage1_graph_scm_0011_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0011_seed42,binclass,769,77,255,58,2,1.0,1.0,1.0,1.0,1.7023915615863217e-06,6.437081813812256,1.4166533946990967,ok,,769,692,0,255,1.026668428494304e-06,True,0.1,True,8,1e-05,True,6.282588243484497,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,2.2784495875589448,0.08146077240746258,,True
stage1_graph_scm_0012_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0012_seed42,multiclass,402,41,622,50,4,0.5466237942122186,0.387814292568695,0.5,0.8044077393982639,0.8153110786722031,4.772104024887085,1.2180016040802002,ok,,402,361,0,622,0.8700442910194397,True,0.1,True,8,1e-05,True,4.653381586074829,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.5365853658536586,0.5365853658536586,0.5365853658536586,0.5365853658536586,0,True,False,,f_mmd,test,standardized_l2,1.515833811599198,0.01396836598842388,,True
stage1_graph_scm_0013_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0013_seed42,multiclass,402,41,622,56,3,0.9372990353697749,0.9372473067470758,0.9428424288440519,0.9917453368515083,0.1552897201055643,4.918387413024902,1.2664926052093506,ok,,402,361,0,622,0.2155582681298256,True,0.1,True,8,1e-05,True,4.797450542449951,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.8536585365853658,0,True,False,,f_mmd,test,standardized_l2,5.932625991984119,4.872512926214447,,True
stage1_graph_scm_0014_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0014_seed42,binclass,402,41,622,56,2,0.7604501607717041,0.7477818900780041,0.7035183534376728,0.7880863452229155,0.5203648802611349,6.359589099884033,1.279160976409912,ok,,402,361,0,622,0.5141684412956238,True,0.1,True,11,1e-05,True,6.238107204437256,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.6829268292682927,0.7317073170731707,0.6829268292682927,0.7317073170731707,3,True,False,,f_mmd,test,standardized_l2,3.4178387566866872,2.359474483173452,,True
stage1_graph_scm_0015_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0015_seed42,multiclass,402,41,622,56,6,0.9935691318327974,0.993585353098342,0.993472134330205,0.999889195014451,0.022714411483706967,4.791830778121948,1.2858304977416992,ok,,402,361,0,622,0.0689774639904499,True,0.1,True,8,1e-05,True,4.680180788040161,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0,True,False,,f_mmd,test,standardized_l2,16.097547187365496,3.311486054986104,,True
stage1_graph_scm_0016_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0016_seed42,multiclass,456,46,568,58,5,0.9630281690140845,0.9626941716273912,0.9300289724833763,0.9962238504047469,0.1267142489158298,5.204596996307373,1.31636381149292,ok,,456,410,0,568,0.11242176219820976,True,0.1,True,8,1e-05,True,5.079123497009277,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,4.000616931047979,1.515285661929358,,True
stage1_graph_scm_0017_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0017_seed42,multiclass,456,46,568,65,3,0.926056338028169,0.924349375931553,0.8420295983086681,0.9835623999966062,0.18342369829193694,5.238519668579102,0.722966194152832,ok,,456,410,0,568,0.25127406418323517,True,0.1,True,8,1e-05,True,5.101578235626221,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0,True,False,,f_mmd,test,standardized_l2,1.7910676885964167,0.05602585627337768,,True
stage1_graph_scm_0018_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0018_seed42,multiclass,456,46,568,45,6,1.0,1.0,1.0,1.0,6.208425098179837e-05,4.441586256027222,1.1469957828521729,ok,,456,410,0,568,0.01091541675850749,True,0.1,True,8,1e-05,True,4.342064619064331,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,5.370456583173374,2.081751216999829,,True
stage1_graph_scm_0019_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0019_seed42,multiclass,456,46,568,52,9,0.29225352112676056,0.24837144054580956,0.22052860267421653,0.6940178137888355,1.9123260916468798,4.9359986782073975,1.2449760437011719,ok,,456,410,0,568,1.9539288878440857,True,0.1,True,8,1e-05,True,4.821329832077026,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0,True,False,,f_mmd,test,standardized_l2,2.8706333485603075,2.094517868304027,,True
stage1_graph_scm_0020_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0020_seed42,multiclass,674,68,350,18,6,0.5657142857142857,0.4939739301425125,0.2832167832167832,0.7005490327953313,1.1089397444300397,3.412036895751953,0.737494707107544,ok,,674,606,0,350,1.1644793152809143,True,0.1,True,8,1e-05,True,3.3593320846557617,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.5147058823529411,0.5147058823529411,0.5147058823529411,0.5147058823529411,0,True,False,,f_mmd,test,standardized_l2,14.623221429362301,2.9884210565568017,,True
stage1_graph_scm_0021_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0021_seed42,multiclass,674,68,350,18,8,0.9742857142857143,0.9742350861483243,0.9490573197128075,0.999218532801,0.08924517090053058,5.99096417427063,0.7469346523284912,ok,,674,606,0,350,0.04021373763680458,True,0.1,True,15,1e-05,True,5.9337544441223145,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9558823529411765,0.9705882352941176,0.9558823529411765,0.9705882352941176,7,True,False,,f_mmd,test,standardized_l2,2.8565501645978886,0.34538864958482257,,True
stage1_graph_scm_0022_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0022_seed42,multiclass,674,68,350,18,3,0.7885714285714286,0.7695961321420317,0.6813810094003331,0.9110044019806757,0.4963467320537157,5.177435874938965,0.7549645900726318,ok,,674,606,0,350,0.6008776128292084,True,0.1,True,13,1e-05,True,5.1247992515563965,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.8235294117647058,0.8382352941176471,0.8235294117647058,0.8382352941176471,5,True,False,,f_mmd,test,standardized_l2,3.2655442496438565,0.5926969194448047,,True
stage1_graph_scm_0023_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0023_seed42,multiclass,674,68,350,15,8,0.9342857142857143,0.9241798005337828,0.9154411764705882,0.988882358366325,0.1408571811607337,3.2262203693389893,0.6995723247528076,ok,,674,606,0,350,0.18471231311559677,True,0.1,True,8,1e-05,True,3.180102825164795,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0,True,False,,f_mmd,test,standardized_l2,5.5283656787436675,4.565899045109675,,True
stage1_graph_scm_0024_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0024_seed42,multiclass,740,74,284,66,3,0.9049295774647887,0.8966218362808429,0.5361761426978818,0.9107177078400244,0.2587080583500842,6.031704664230347,0.7253215312957764,ok,,740,666,0,284,0.24458645284175873,True,0.1,True,8,1e-05,True,5.87510871887207,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9324324324324325,0.9324324324324325,0.9324324324324325,0.9324324324324325,0,True,False,,f_mmd,test,standardized_l2,3.703764562035607,0.6667333961424765,,True
stage1_graph_scm_0025_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0025_seed42,multiclass,740,74,284,72,8,0.43661971830985913,0.34535916882418144,0.23062782805429866,0.7284670142830323,1.4494662282918982,6.501175880432129,0.7576184272766113,ok,,740,666,0,284,1.525195300579071,True,0.1,True,8,1e-05,True,6.316831350326538,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,0,True,False,,f_mmd,test,standardized_l2,4.6372791196320895,0.9024440399327164,,True
stage1_graph_scm_0026_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0026_seed42,multiclass,740,74,284,73,10,0.9436619718309859,0.9422411345738756,0.8832943469785576,0.9909567424753822,0.2167762036084206,6.528993129730225,0.7607500553131104,ok,,740,666,0,284,0.17793120443820953,True,0.1,True,8,1e-05,True,6.354715347290039,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9324324324324325,0.9324324324324325,0.9324324324324325,0.9324324324324325,0,True,False,,f_mmd,test,standardized_l2,2.8894302310371374,0.7825992894730742,,True
stage1_graph_scm_0027_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0027_seed42,multiclass,740,74,284,79,9,0.3626760563380282,0.3316343871578205,0.29643917955946697,0.7678894908181646,1.726889838872529,6.731292486190796,0.7995171546936035,ok,,740,666,0,284,1.597726047039032,True,0.1,True,8,1e-05,True,6.540195941925049,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,0,True,False,,f_mmd,test,standardized_l2,2.0958535861531473,0.21741302464323156,,True
stage1_graph_scm_0028_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0028_seed42,multiclass,438,44,586,8,8,0.3003412969283277,0.2529298846864673,0.25028123046616746,0.6995883035952055,1.8354220436360444,2.794717311859131,0.569054365158081,ok,,438,394,0,586,1.945021390914917,True,0.1,True,8,1e-05,True,2.762986421585083,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0,True,False,,f_mmd,test,standardized_l2,3.5198466919691365,0.8786594998424826,,True
stage1_graph_scm_0029_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0029_seed42,multiclass,438,44,586,9,5,0.47952218430034127,0.4332959094337116,0.4319815700237217,0.7581358583374881,1.209141967829503,2.8296806812286377,0.573153018951416,ok,,438,394,0,586,1.2298040390014648,True,0.1,True,8,1e-05,True,2.7968316078186035,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0,True,False,,f_mmd,test,standardized_l2,4.43861209399749,0.6810974684528049,,True
stage1_graph_scm_0030_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0030_seed42,binclass,438,44,586,5,2,1.0,1.0,1.0,1.0,3.861757597073152e-05,2.63952898979187,0.3513023853302002,ok,,438,394,0,586,2.2156116756377742e-05,True,0.1,True,8,1e-05,True,2.6148998737335205,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,1.7743308273571496,0.0053578526646054425,,True
stage1_graph_scm_0031_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0031_seed42,multiclass,438,44,586,9,9,0.9948805460750854,0.9948634443090543,0.99224438113327,1.0,0.010586393825715508,2.9700160026550293,0.5505063533782959,ok,,438,394,0,586,0.02756469137966633,True,0.1,True,8,1e-05,True,2.9387869834899902,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0,True,False,,f_mmd,test,standardized_l2,7.023071460248699,1.5754864072427095,,True
