dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data184/mfeat-fourier,multiclass,1600,320,400,76,10,0.925,0.9242038588121432,0.925,0.9943680555555556,0.2163145565785559,12.656610488891602,0.5018060207366943,ok,,1600,1280,0,400,,30,1e-05,True,12.65619134902954,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.90625,0.915625,,,3,True,False,,random,none,,,,,,True
mfeat-morphological,/home/crc00006699/zh/tabiclv2/data184/mfeat-morphological,multiclass,1600,320,400,6,10,0.7675,0.7544088907537245,0.7675,0.9730416666666668,0.4978930781062066,14.371250629425049,0.468989610671997,ok,,1600,1280,0,400,,30,1e-05,True,14.370869874954224,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.75,0.7625,,,7,True,False,,random,none,,,,,,True
mfeat-zernike,/home/crc00006699/zh/tabiclv2/data184/mfeat-zernike,multiclass,1600,320,400,47,10,0.845,0.8375754116239669,0.845,0.984777777777778,0.2453459772060356,14.47382378578186,0.4722888469696045,ok,,1600,1280,0,400,,30,1e-05,True,14.473387956619264,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.84375,0.86875,,,6,True,False,,random,none,,,,,,True
microaggregation2,/home/crc00006699/zh/tabiclv2/data184/microaggregation2,multiclass,16000,3200,4000,20,5,0.64275,0.5958957489944477,0.4247084962484047,0.8316684347682877,0.8660691883097866,31.21095013618469,2.985910654067993,ok,,16000,12800,0,4000,,60,1e-05,True,31.2104926109314,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,2,tabpfn_finetuning_api_random,acc,0.6515625,0.6578125,,,2,True,False,,random,none,,,,,,True
mozilla4,/home/crc00006699/zh/tabiclv2/data184/mozilla4,binclass,12436,2488,3109,4,2,0.9398520424573816,0.9393254150301048,0.9237418855143714,0.9756117686882828,0.1698320300725435,21.27589607238769,1.7130281925201416,ok,,12436,9948,0,3109,,30,1e-05,True,21.275394916534424,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9372990353697748,0.9381028938906752,,,2,True,False,,random,none,,,,,,True
okcupid_stem,/home/crc00006699/zh/tabiclv2/data184/okcupid_stem,multiclass,21341,4269,5336,13,3,0.7518740629685158,0.7010287341117386,0.5047549219619845,0.8091905121036885,0.5910099057300613,49.45899438858032,4.1939427852630615,ok,,21341,17072,0,5336,,60,1e-05,True,49.4584641456604,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,2,tabpfn_finetuning_api_random,acc,0.7477160927617709,0.7519325368938862,,,3,True,False,,random,none,,,,,,True
optdigits,/home/crc00006699/zh/tabiclv2/data184/optdigits,multiclass,4496,900,1124,64,10,0.994661921708185,0.9946656144721172,0.9946583789358592,0.9999779773419848,0.0140883969519956,14.013169765472412,1.5370314121246338,ok,,4496,3596,0,1124,,30,1e-05,True,14.012761116027832,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9922222222222222,0.9922222222222222,,,0,True,False,,random,none,,,,,,True
ozone_level,/home/crc00006699/zh/tabiclv2/data184/ozone_level,binclass,2028,406,508,36,2,0.9783464566929134,0.9715321032632116,0.4979959919839679,0.8229792919171677,0.085924485049864,17.113775730133057,0.8959400653839111,ok,,2028,1622,0,508,,30,1e-05,True,17.113381385803223,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9655172413793104,0.9729064039408868,,,7,True,False,,random,none,,,,,,True
pc1,/home/crc00006699/zh/tabiclv2/data184/pc1,binclass,887,178,222,21,2,0.9324324324324323,0.9186724718639612,0.5927536231884059,0.8880837359098228,0.1713842354962716,7.388167381286621,0.4391546249389648,ok,,887,709,0,222,,30,1e-05,True,7.387685775756836,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9606741573033708,0.9606741573033708,,,0,True,False,,random,none,,,,,,True
pc4,/home/crc00006699/zh/tabiclv2/data184/pc4,binclass,1166,234,292,37,2,0.9143835616438356,0.9090075911520448,0.7482638888888888,0.9569227430555556,0.1917009929589431,7.853217601776123,0.4534780979156494,ok,,1166,932,0,292,,30,1e-05,True,7.852850198745727,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9316239316239316,0.9316239316239316,,,0,True,False,,random,none,,,,,,True
phoneme,/home/crc00006699/zh/tabiclv2/data184/phoneme,binclass,4323,865,1081,5,2,0.8945420906567992,0.893615230072717,0.8644854410623153,0.9570498951227971,0.2491419243051821,10.50496220588684,0.6064207553863525,ok,,4323,3458,0,1081,,30,1e-05,True,10.504578113555908,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9248554913294798,0.930635838150289,,,2,True,False,,random,none,,,,,,True
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data184/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7830508474576271,0.771682724045154,0.6978137930288124,0.8909790726395327,0.5542516102524504,11.968584537506104,0.9585676193237304,ok,,3539,2831,0,885,,30,1e-05,True,11.968162775039673,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8050847457627118,0.8050847457627118,,,0,True,False,,random,none,,,,,,True
ringnorm,/home/crc00006699/zh/tabiclv2/data184/ringnorm,binclass,5920,1184,1480,20,2,0.977027027027027,0.9770146831670996,0.9768459924281024,0.997466902626422,0.0671884932612944,27.004695177078247,1.045793533325195,ok,,5920,4736,0,1480,,30,1e-05,True,27.004196405410767,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9788851351351352,0.9839527027027029,,,13,True,False,,random,none,,,,,,True
satimage,/home/crc00006699/zh/tabiclv2/data184/satimage,multiclass,5144,1029,1286,36,6,0.9416796267496113,0.940757582785069,0.9240479384165406,0.9959907021774206,0.1465829440915913,17.823402166366577,1.2611980438232422,ok,,5144,4115,0,1286,,30,1e-05,True,17.822875499725342,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9358600583090378,0.9475218658892128,,,4,True,False,,random,none,,,,,,True
seismic+bumps,/home/crc00006699/zh/tabiclv2/data184/seismic+bumps,binclass,2067,414,517,18,2,0.9342359767891684,0.9024719535783364,0.5,0.6779320423821703,0.243371333361321,9.10672163963318,0.659217357635498,ok,,2067,1653,0,517,,30,1e-05,True,9.106271028518677,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9347826086956522,0.9347826086956522,,,0,True,False,,random,none,,,,,,True
shill-bidding,/home/crc00006699/zh/tabiclv2/data184/shill-bidding,binclass,5056,1012,1265,3,2,0.9098814229249012,0.8867610212839742,0.6016475433951162,0.8992718446601943,0.2123409253339513,11.946556329727173,0.627253532409668,ok,,5056,4044,0,1265,,30,1e-05,True,11.946068048477173,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8913043478260869,0.8982213438735178,,,3,True,False,,random,none,,,,,,True
shuttle,/home/crc00006699/zh/tabiclv2/data184/shuttle,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,,,,,,,,True
splice,/home/crc00006699/zh/tabiclv2/data184/splice,multiclass,2552,511,638,60,3,0.9608150470219436,0.9606908002611791,0.9515473863261316,0.9964606195604032,0.1002012064754832,18.521267890930176,1.192609786987305,ok,,2552,2041,0,638,,30,1e-05,True,18.52084827423096,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9686888454011742,0.9706457925636008,,,3,True,False,,random,none,,,,,,True
statlog,/home/crc00006699/zh/tabiclv2/data184/statlog,binclass,800,160,200,20,2,0.73,0.7165280665280664,0.6404761904761905,0.7648809523809526,0.5156153435107732,10.594472885131836,0.4824011325836181,ok,,800,640,0,200,,30,1e-05,True,10.594034910202026,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.78125,0.79375,,,2,True,False,,random,none,,,,,,True
svmguide3,/home/crc00006699/zh/tabiclv2/data184/svmguide3,binclass,994,199,249,22,2,0.8634538152610441,0.8574905683339418,0.7695997807017544,0.8949195906432749,0.3282471171354252,7.867891073226929,0.4520554542541504,ok,,994,795,0,249,,30,1e-05,True,7.867362499237059,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8492462311557789,0.8492462311557789,,,0,True,False,,random,none,,,,,,True
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data184/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9721407624633432,0.9635473773288332,0.5901515151515152,0.9423725895316803,0.084335077220059,43.36801481246948,2.416667938232422,ok,,5455,4364,0,1364,,30,1e-05,True,43.36761569976807,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9715857011915674,0.9734188817598534,,,10,True,False,,random,none,,,,,,True
thyroid,/home/crc00006699/zh/tabiclv2/data184/thyroid,multiclass,5760,1152,1440,21,3,0.9951388888888888,0.9951140046296296,0.9644422776455784,0.999758548316958,0.0135668808135047,29.55445003509521,1.0310728549957275,ok,,5760,4608,0,1440,,30,1e-05,True,29.554001569747925,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9921875,0.9939236111111112,,,15,True,False,,random,none,,,,,,True
thyroid-dis,/home/crc00006699/zh/tabiclv2/data184/thyroid-dis,multiclass,2240,448,560,26,5,0.7035714285714286,0.6840058611719171,0.4142086659517852,0.8777516696835004,0.7099639918330319,10.114656448364258,0.8023881912231445,ok,,2240,1792,0,560,,30,1e-05,True,10.114201545715332,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.7366071428571429,0.7366071428571429,,,0,True,False,,random,none,,,,,,True
twonorm,/home/crc00006699/zh/tabiclv2/data184/twonorm,binclass,5920,1184,1480,20,2,0.9797297297297296,0.9797297297297296,0.979731518866908,0.9985007277222931,0.0511447129499392,10.965717792510986,1.0400621891021729,ok,,5920,4736,0,1480,,30,1e-05,True,10.965253114700316,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9763513513513512,0.9763513513513512,,,0,True,False,,random,none,,,,,,True
wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data184/wall-robot-navigation,multiclass,4364,873,1092,24,4,0.9862637362637364,0.9863035343421624,0.988162234590806,0.9998206344601084,0.02901857545909,35.497612953186035,0.8886380195617676,ok,,4364,3491,0,1092,,30,1e-05,True,35.49706530570984,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.97709049255441,0.9873997709049256,,,21,True,False,,random,none,,,,,,True
waveform-5000,/home/crc00006699/zh/tabiclv2/data184/waveform-5000,multiclass,4000,800,1000,40,3,0.871,0.8709724903474902,0.8711125809661716,0.9780830955863706,0.2586521541294518,23.97417426109314,1.1100332736968994,ok,,4000,3200,0,1000,,30,1e-05,True,23.973748683929443,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.8675,0.8725,,,9,True,False,,random,none,,,,,,True
website_phishing,/home/crc00006699/zh/tabiclv2/data184/website_phishing,multiclass,1082,217,271,9,3,0.915129151291513,0.915535189199614,0.9246031746031744,0.9787112680069866,0.2522619088621948,8.592931985855103,0.4704029560089111,ok,,1082,865,0,271,,30,1e-05,True,8.592461824417114,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.9262672811059908,0.9262672811059908,,,0,True,False,,random,none,,,,,,True
wine-quality-red,/home/crc00006699/zh/tabiclv2/data184/wine-quality-red,multiclass,1279,256,320,4,6,0.65625,0.6380071712140518,0.3256280637254902,0.8054079270665886,0.864220017158934,14.808520793914797,0.4452583789825439,ok,,1279,1023,0,320,,30,1e-05,True,14.808081865310667,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.6328125,0.65234375,,,7,True,False,,random,none,,,,,,True
yeast,/home/crc00006699/zh/tabiclv2/data184/yeast,multiclass,1187,238,297,8,10,0.6195286195286195,0.6132129672851486,0.578211630926439,0.8869320354293979,0.9742044126343484,10.026872396469116,0.4626219272613525,ok,,1187,949,0,297,,30,1e-05,True,10.026394605636597,tabpfn_finetune_epoch_chunks_random,dataset_val_split | c_selection=random | c_source=none,30,1,tabpfn_finetuning_api_random,acc,0.5588235294117647,0.5630252100840336,,,2,True,False,,random,none,,,,,,True
